# x	y	u	v	mask
  2.1654	  0.4973	  1.3219	  0.4503	  0.0000
  2.4036	  0.4973	  0.8877	  0.0305	  0.0000
  2.6419	  0.4973	  0.9589	  0.1283	  0.0000
  2.8802	  0.4973	  1.2532	  0.5493	  0.0000
  3.1185	  0.4973	  1.1038	  0.1254	  1.0000
  3.3568	  0.4973	  1.2238	  0.4876	  0.0000
  3.5951	  0.4973	  0.8741	  0.2720	  0.0000
  3.8334	  0.4973	  1.0024	  0.4579	  0.0000
  4.0717	  0.4973	  0.9466	  0.4616	  0.0000
  4.3100	  0.4973	  0.3274	  0.2772	  1.0000
  4.5483	  0.4973	  0.1852	  0.4145	  1.0000
  4.7866	  0.4973	  0.1387	  0.4969	  1.0000
  5.0249	  0.4973	  0.3567	  0.7085	  1.0000
  5.2632	  0.4973	  0.6021	  0.4364	  0.0000
  5.5015	  0.4973	  0.6114	  0.6344	  0.0000
  5.7397	  0.4973	  0.2699	  0.5298	  0.0000
  5.9780	  0.4973	  0.3588	  0.2453	  0.0000
  6.2163	  0.4973	  0.1671	  0.1641	  0.0000
  6.4546	  0.4973	  2.7664	 -2.7926	  0.0000
  6.6929	  0.4973	  0.5483	  0.1478	  1.0000
  0.2590	  0.2590	 -0.6084	 -1.0215	  1.0000
  0.4973	  0.2590	 -0.2311	 -0.7722	  1.0000
  0.7356	  0.2590	 -1.8016	 -2.6518	  0.0000
  0.9739	  0.2590	 -2.9599	 -2.9287	  0.0000
  1.2122	  0.2590	  2.6047	  1.1972	  0.0000
  1.4505	  0.2590	  0.6936	 -0.1376	  1.0000
  1.6888	  0.2590	  0.5022	 -0.3995	  0.0000
  1.9271	  0.2590	  0.6510	  0.0116	  0.0000
  2.1654	  0.2590	  2.6547	  2.7345	  0.0000
  2.4036	  0.2590	  1.1189	  0.1351	  1.0000
  2.6419	  0.2590	  0.7960	  0.1540	  0.0000
  2.8802	  0.2590	  0.7744	  0.2694	  0.0000
  3.1185	  0.2590	  0.7805	  0.2907	  0.0000
  3.3568	  0.2590	  1.0438	  0.5041	  0.0000
  3.5951	  0.2590	  0.8028	  0.5159	  0.0000
  3.8334	  0.2590	  0.8590	  0.5105	  0.0000
  4.0717	  0.2590	  0.8304	  0.8884	  0.0000
  4.3100	  0.2590	 -2.8494	  2.8223	  0.0000
  4.5483	  0.2590	 -2.7303	  2.7438	  0.0000
  4.7866	  0.2590	  0.7031	  0.8760	  0.0000
  5.0249	  0.2590	  0.5758	  0.6922	  0.0000
  5.2632	  0.2590	  0.4114	  0.5017	  0.0000
  5.5015	  0.2590	  0.6048	  0.8332	  0.0000
  5.7397	  0.2590	  0.2677	  0.1782	  0.0000
  5.9780	  0.2590	  0.1708	  0.1059	  0.0000
  6.2163	  0.2590	  2.7238	 -2.7195	  0.0000
  6.4546	  0.2590	  0.5427	  0.0894	  1.0000
  6.6929	  0.2590	  0.5716	 -0.0471	  1.0000
